thickness,RE,Umach,AOA,Cl,Cdt,Cdp,Cdf,Cm
11,1.00E+05,0.4,3,0.334628047,1.64E-02,5.50E-03,1.09E-02,-4.65E-03
11,1.00E+05,0.4,4,0.443509103,1.73E-02,6.78E-03,1.05E-02,-6.62E-03
11,1.00E+05,0.4,5,0.549488413,1.85E-02,8.57E-03,9.97E-03,-8.97E-03
11,1.00E+05,0.4,5.5,0.600833565,1.94E-02,9.72E-03,9.64E-03,-1.03E-02
11,1.00E+05,0.4,6,0.650612403,2.03E-02,1.11E-02,9.26E-03,-1.19E-02
11,1.00E+05,0.4,6.5,0.698237555,2.15E-02,1.27E-02,8.83E-03,-1.36E-02
11,1.00E+05,0.4,7,0.742792878,2.31E-02,1.47E-02,8.34E-03,-1.55E-02
11,1.00E+05,0.4,7.5,0.782789352,2.50E-02,1.73E-02,7.77E-03,-1.76E-02
11,1.00E+05,0.4,8,0.815790628,2.77E-02,2.06E-02,7.11E-03,-2.00E-02
11,1.00E+05,0.4,8.5,0.837970643,3.14E-02,2.50E-02,6.37E-03,-2.23E-02
11,1.00E+05,0.4,9,0.843956869,3.68E-02,3.13E-02,5.56E-03,-2.40E-02
11,1.00E+05,0.4,9.5,0.827255912,4.48E-02,4.00E-02,4.81E-03,-2.33E-02
11,1.00E+05,0.4,10,0.781569931,5.63E-02,5.20E-02,4.30E-03,-1.77E-02
11,1.00E+05,0.45,0,2.37E-10,1.55E-02,4.14E-03,1.14E-02,-7.83E-11
11,1.00E+05,0.45,1,0.114989914,1.56E-02,4.31E-03,1.13E-02,-1.57E-03
11,1.00E+05,0.45,2,0.229424431,1.60E-02,4.84E-03,1.11E-02,-3.25E-03
11,1.00E+05,0.45,3,0.342714018,1.66E-02,5.76E-03,1.08E-02,-5.16E-03
11,1.00E+05,0.45,4,0.454003234,1.75E-02,7.14E-03,1.04E-02,-7.43E-03
11,1.00E+05,0.45,5,0.561884068,1.89E-02,9.11E-03,9.80E-03,-1.02E-02
11,1.00E+05,0.45,5.5,0.613773816,1.98E-02,1.04E-02,9.44E-03,-1.19E-02
11,1.00E+05,0.45,6,0.663542345,2.10E-02,1.20E-02,9.01E-03,-1.37E-02
11,1.00E+05,0.45,6.5,0.71013543,2.24E-02,1.39E-02,8.51E-03,-1.59E-02
11,1.00E+05,0.45,7,0.751752863,2.44E-02,1.65E-02,7.92E-03,-1.83E-02
11,1.00E+05,0.45,7.5,0.785537986,2.71E-02,1.99E-02,7.24E-03,-2.09E-02
11,1.00E+05,0.45,8,0.807288766,3.10E-02,2.46E-02,6.45E-03,-2.36E-02
11,1.00E+05,0.45,8.5,0.81222272,3.66E-02,3.10E-02,5.62E-03,-2.54E-02
11,1.00E+05,0.45,9,0.795464212,4.47E-02,3.98E-02,4.88E-03,-2.44E-02
11,1.00E+05,0.45,9.5,0.752210749,5.59E-02,5.15E-02,4.40E-03,-1.85E-02
11,1.00E+05,0.45,10,0.675192101,7.18E-02,6.75E-02,4.35E-03,-5.91E-03
11,1.00E+05,0.5,0,-3.92E-10,1.56E-02,4.34E-03,1.13E-02,8.10E-11
11,1.00E+05,0.5,1,0.118378248,1.57E-02,4.52E-03,1.12E-02,-1.75E-03
11,1.00E+05,0.5,2,0.236171637,1.61E-02,5.09E-03,1.10E-02,-3.65E-03
11,1.00E+05,0.5,3,0.352687878,1.68E-02,6.09E-03,1.07E-02,-5.86E-03
11,1.00E+05,0.5,4,0.466890288,1.78E-02,7.61E-03,1.02E-02,-8.56E-03
11,1.00E+05,0.5,5,0.576817018,1.94E-02,9.85E-03,9.58E-03,-1.20E-02
11,1.00E+05,0.5,5.5,0.628887987,2.05E-02,1.14E-02,9.16E-03,-1.41E-02
11,1.00E+05,0.5,6,0.677522444,2.20E-02,1.33E-02,8.66E-03,-1.65E-02
11,1.00E+05,0.5,6.5,0.720358164,2.40E-02,1.60E-02,8.04E-03,-1.94E-02
11,1.00E+05,0.5,7,0.753622195,2.70E-02,1.97E-02,7.31E-03,-2.25E-02
11,1.00E+05,0.5,7.5,0.773088263,3.12E-02,2.48E-02,6.48E-03,-2.54E-02
11,1.00E+05,0.5,8,0.775236595,3.73E-02,3.16E-02,5.64E-03,-2.70E-02
11,1.00E+05,0.5,8.5,0.756725089,4.56E-02,4.07E-02,4.94E-03,-2.52E-02
11,1.00E+05,0.5,9,0.714368538,5.67E-02,5.22E-02,4.53E-03,-1.83E-02
11,1.00E+05,0.5,9.5,0.646601822,7.13E-02,6.68E-02,4.51E-03,-6.28E-03
11,1.00E+05,0.5,10,0.553676716,9.14E-02,8.65E-02,4.91E-03,1.01E-02
11,1.00E+05,0.55,0,2.23E-11,1.58E-02,4.58E-03,1.12E-02,4.55E-12
11,1.00E+05,0.55,1,0.122616592,1.59E-02,4.78E-03,1.11E-02,-1.99E-03
11,1.00E+05,0.55,2,0.244590905,1.63E-02,5.41E-03,1.09E-02,-4.19E-03
11,1.00E+05,0.55,3,0.365118898,1.71E-02,6.52E-03,1.06E-02,-6.84E-03
11,1.00E+05,0.55,4,0.482815516,1.83E-02,8.26E-03,1.00E-02,-1.02E-02
11,1.00E+05,0.55,5,0.594314136,2.03E-02,1.10E-02,9.29E-03,-1.48E-02
11,1.00E+05,0.55,5.5,0.644656982,2.18E-02,1.30E-02,8.76E-03,-1.77E-02
11,1.00E+05,0.55,6,0.687008778,2.41E-02,1.60E-02,8.11E-03,-2.12E-02
11,1.00E+05,0.55,6.5,0.717153289,2.76E-02,2.02E-02,7.33E-03,-2.49E-02
11,1.00E+05,0.55,7,0.732580808,3.25E-02,2.60E-02,6.48E-03,-2.78E-02
11,1.00E+05,0.55,7.5,0.729977665,3.91E-02,3.34E-02,5.67E-03,-2.84E-02
11,1.00E+05,0.55,8,0.70767073,4.78E-02,4.28E-02,5.05E-03,-2.49E-02
11,1.00E+05,0.55,8.5,0.665928972,5.88E-02,5.40E-02,4.73E-03,-1.69E-02
11,1.00E+05,0.55,9,0.611204157,7.17E-02,6.70E-02,4.73E-03,-5.97E-03
11,1.00E+05,0.55,9.5,0.551215002,8.67E-02,8.17E-02,4.97E-03,6.12E-03
11,1.00E+05,0.55,10,0.507090757,0.101122543,9.58E-02,5.28E-03,1.59E-02
11,1.00E+05,0.6,0,-3.26E-11,1.60E-02,4.89E-03,1.11E-02,-6.48E-13
11,1.00E+05,0.6,1,0.128004966,1.61E-02,5.12E-03,1.10E-02,-2.32E-03
11,1.00E+05,0.6,2,0.255305023,1.66E-02,5.83E-03,1.08E-02,-4.97E-03
11,1.00E+05,0.6,3,0.38090477,1.75E-02,7.12E-03,1.04E-02,-8.33E-03
11,1.00E+05,0.6,4,0.502483362,1.90E-02,9.25E-03,9.80E-03,-1.30E-02
11,1.00E+05,0.6,5,0.609337612,2.22E-02,1.34E-02,8.81E-03,-1.99E-02
11,1.00E+05,0.6,5.5,0.647912155,2.52E-02,1.71E-02,8.11E-03,-2.42E-02
11,1.00E+05,0.6,6,0.672673173,2.94E-02,2.22E-02,7.29E-03,-2.79E-02
11,1.00E+05,0.6,6.5,0.680802465,3.52E-02,2.88E-02,6.45E-03,-2.97E-02
11,1.00E+05,0.6,7,0.67100187,4.26E-02,3.69E-02,5.75E-03,-2.80E-02
11,1.00E+05,0.6,7.5,0.644904198,5.16E-02,4.63E-02,5.27E-03,-2.24E-02
11,1.00E+05,0.6,8,0.608075775,6.17E-02,5.67E-02,5.05E-03,-1.42E-02
11,1.00E+05,0.6,8.5,0.569665094,7.27E-02,6.77E-02,5.02E-03,-5.21E-03
11,1.00E+05,0.6,9,0.533499271,8.44E-02,7.93E-02,5.14E-03,3.75E-03
11,1.00E+05,0.6,9.5,0.504833256,9.62E-02,9.09E-02,5.34E-03,1.17E-02
11,1.00E+05,0.6,10,0.487474193,0.107296892,0.101766798,5.53E-03,1.81E-02
11,2.00E+05,0.05,0,5.77E-12,1.30E-02,2.59E-03,1.04E-02,-3.57E-12
11,2.00E+05,0.05,1,0.105194896,1.31E-02,2.69E-03,1.04E-02,-9.44E-04
11,2.00E+05,0.05,2,0.210060892,1.33E-02,3.01E-03,1.03E-02,-1.92E-03
11,2.00E+05,0.05,3,0.314267627,1.37E-02,3.56E-03,1.01E-02,-2.95E-03
11,2.00E+05,0.05,4,0.417420937,1.43E-02,4.35E-03,9.93E-03,-4.07E-03
11,2.00E+05,0.05,5,0.519054833,1.51E-02,5.41E-03,9.64E-03,-5.32E-03
11,2.00E+05,0.05,5.5,0.569125671,1.55E-02,6.05E-03,9.48E-03,-6.00E-03
11,2.00E+05,0.05,6,0.618593817,1.61E-02,6.78E-03,9.29E-03,-6.73E-03
11,2.00E+05,0.05,6.5,0.667377071,1.67E-02,7.59E-03,9.09E-03,-7.51E-03
11,2.00E+05,0.05,7,0.715366677,1.74E-02,8.50E-03,8.88E-03,-8.35E-03
11,2.00E+05,0.05,7.5,0.762412927,1.82E-02,9.53E-03,8.64E-03,-9.24E-03
11,2.00E+05,0.05,8,0.808374956,1.91E-02,1.07E-02,8.38E-03,-1.02E-02
11,2.00E+05,0.05,8.5,0.853064873,2.01E-02,1.19E-02,8.11E-03,-1.12E-02
11,2.00E+05,0.05,9,0.896259558,2.12E-02,1.34E-02,7.81E-03,-1.23E-02
11,2.00E+05,0.05,9.5,0.937677839,2.25E-02,1.50E-02,7.50E-03,-1.35E-02
11,2.00E+05,0.05,10,0.976961868,2.39E-02,1.68E-02,7.16E-03,-1.47E-02
11,2.00E+05,0.1,0,-1.70E-11,1.30E-02,2.61E-03,1.04E-02,-7.42E-12
11,2.00E+05,0.1,1,0.10555832,1.31E-02,2.71E-03,1.04E-02,-9.58E-04
11,2.00E+05,0.1,2,0.21078472,1.33E-02,3.03E-03,1.03E-02,-1.95E-03
11,2.00E+05,0.1,3,0.315344433,1.37E-02,3.58E-03,1.01E-02,-3.00E-03
11,2.00E+05,0.1,4,0.418837911,1.43E-02,4.38E-03,9.91E-03,-4.14E-03
11,2.00E+05,0.1,5,0.5207892,1.51E-02,5.45E-03,9.63E-03,-5.42E-03
11,2.00E+05,0.1,5.5,0.571005457,1.56E-02,6.10E-03,9.46E-03,-6.12E-03
11,2.00E+05,0.1,6,0.620606967,1.61E-02,6.83E-03,9.27E-03,-6.87E-03
11,2.00E+05,0.1,6.5,0.669508266,1.67E-02,7.66E-03,9.07E-03,-7.67E-03
11,2.00E+05,0.1,7,0.717592565,1.74E-02,8.58E-03,8.85E-03,-8.53E-03
11,2.00E+05,0.1,7.5,0.764707475,1.82E-02,9.62E-03,8.61E-03,-9.46E-03
11,2.00E+05,0.1,8,0.810700141,1.91E-02,1.08E-02,8.35E-03,-1.04E-02
11,2.00E+05,0.1,8.5,0.855373703,2.01E-02,1.21E-02,8.07E-03,-1.15E-02
11,2.00E+05,0.1,9,0.898486196,2.13E-02,1.35E-02,7.76E-03,-1.26E-02
11,2.00E+05,0.1,9.5,0.939729497,2.26E-02,1.52E-02,7.44E-03,-1.39E-02
11,2.00E+05,0.1,10,0.978721998,2.41E-02,1.70E-02,7.10E-03,-1.51E-02
11,2.00E+05,0.15,0,-3.46E-11,1.30E-02,2.63E-03,1.04E-02,3.91E-12
11,2.00E+05,0.15,1,0.106174425,1.31E-02,2.74E-03,1.04E-02,-9.82E-04
11,2.00E+05,0.15,2,0.21201167,1.33E-02,3.06E-03,1.03E-02,-2.00E-03
11,2.00E+05,0.15,3,0.317169403,1.37E-02,3.62E-03,1.01E-02,-3.08E-03
11,2.00E+05,0.15,4,0.421238656,1.43E-02,4.43E-03,9.89E-03,-4.27E-03
11,2.00E+05,0.15,5,0.523726009,1.51E-02,5.52E-03,9.60E-03,-5.60E-03
11,2.00E+05,0.15,5.5,0.574188512,1.56E-02,6.18E-03,9.42E-03,-6.33E-03
11,2.00E+05,0.15,6,0.624014277,1.62E-02,6.93E-03,9.23E-03,-7.11E-03
11,2.00E+05,0.15,6.5,0.673112455,1.68E-02,7.77E-03,9.02E-03,-7.95E-03
11,2.00E+05,0.15,7,0.72135053,1.75E-02,8.72E-03,8.80E-03,-8.86E-03
11,2.00E+05,0.15,7.5,0.768573175,1.83E-02,9.79E-03,8.55E-03,-9.83E-03
11,2.00E+05,0.15,8,0.814603137,1.93E-02,1.10E-02,8.28E-03,-1.09E-02
11,2.00E+05,0.15,8.5,0.859228383,2.03E-02,1.23E-02,7.99E-03,-1.20E-02
11,2.00E+05,0.15,9,0.902167568,2.15E-02,1.39E-02,7.68E-03,-1.32E-02
11,2.00E+05,0.15,9.5,0.943067479,2.29E-02,1.56E-02,7.34E-03,-1.45E-02
11,2.00E+05,0.15,10,0.981477489,2.45E-02,1.75E-02,6.98E-03,-1.58E-02
11,2.00E+05,0.2,0,1.62E-11,1.30E-02,2.67E-03,1.04E-02,-1.84E-12
11,2.00E+05,0.2,1,0.107058986,1.31E-02,2.77E-03,1.03E-02,-1.02E-03
11,2.00E+05,0.2,2,0.213773313,1.33E-02,3.11E-03,1.02E-02,-2.07E-03
11,2.00E+05,0.2,3,0.319789228,1.38E-02,3.67E-03,1.01E-02,-3.20E-03
11,2.00E+05,0.2,4,0.424685022,1.44E-02,4.50E-03,9.85E-03,-4.45E-03
11,2.00E+05,0.2,5,0.527941681,1.52E-02,5.62E-03,9.55E-03,-5.86E-03
11,2.00E+05,0.2,5.5,0.578753969,1.57E-02,6.30E-03,9.37E-03,-6.64E-03
11,2.00E+05,0.2,6,0.628899015,1.62E-02,7.07E-03,9.18E-03,-7.47E-03
11,2.00E+05,0.2,6.5,0.678267364,1.69E-02,7.94E-03,8.96E-03,-8.37E-03
11,2.00E+05,0.2,7,0.726714347,1.77E-02,8.93E-03,8.72E-03,-9.35E-03
11,2.00E+05,0.2,7.5,0.774068905,1.85E-02,1.00E-02,8.47E-03,-1.04E-02
11,2.00E+05,0.2,8,0.820117578,1.95E-02,1.13E-02,8.18E-03,-1.15E-02
11,2.00E+05,0.2,8.5,0.864615982,2.06E-02,1.27E-02,7.88E-03,-1.27E-02
11,2.00E+05,0.2,9,0.907211085,2.19E-02,1.43E-02,7.55E-03,-1.41E-02
11,2.00E+05,0.2,9.5,0.947463974,2.34E-02,1.62E-02,7.19E-03,-1.55E-02
11,2.00E+05,0.2,10,0.98480868,2.51E-02,1.83E-02,6.80E-03,-1.69E-02
11,2.00E+05,0.25,0,7.34E-12,1.31E-02,2.71E-03,1.03E-02,1.11E-12
11,2.00E+05,0.25,1,0.108236378,1.31E-02,2.82E-03,1.03E-02,-1.07E-03
11,2.00E+05,0.25,2,0.2161178,1.34E-02,3.16E-03,1.02E-02,-2.17E-03
11,2.00E+05,0.25,3,0.323276191,1.38E-02,3.75E-03,1.00E-02,-3.37E-03
11,2.00E+05,0.25,4,0.429270733,1.44E-02,4.60E-03,9.81E-03,-4.70E-03
11,2.00E+05,0.25,5,0.533546967,1.52E-02,5.75E-03,9.49E-03,-6.22E-03
11,2.00E+05,0.25,5.5,0.584822228,1.58E-02,6.46E-03,9.31E-03,-7.06E-03
11,2.00E+05,0.25,6,0.635379392,1.64E-02,7.26E-03,9.10E-03,-7.98E-03
11,2.00E+05,0.25,6.5,0.685088324,1.71E-02,8.18E-03,8.88E-03,-8.96E-03
11,2.00E+05,0.25,7,0.733786369,1.78E-02,9.21E-03,8.63E-03,-1.00E-02
11,2.00E+05,0.25,7.5,0.781265765,1.87E-02,1.04E-02,8.35E-03,-1.12E-02
11,2.00E+05,0.25,8,0.827264385,1.98E-02,1.17E-02,8.05E-03,-1.25E-02
11,2.00E+05,0.25,8.5,0.871447107,2.10E-02,1.33E-02,7.72E-03,-1.38E-02
11,2.00E+05,0.25,9,0.913359433,2.24E-02,1.50E-02,7.36E-03,-1.53E-02
11,2.00E+05,0.25,9.5,0.952383364,2.41E-02,1.71E-02,6.96E-03,-1.68E-02
11,2.00E+05,0.25,10,0.987666776,2.61E-02,1.95E-02,6.54E-03,-1.85E-02
11,2.00E+05,0.3,0,-2.89E-12,1.31E-02,2.77E-03,1.03E-02,3.05E-12
11,2.00E+05,0.3,1,0.109740296,1.32E-02,2.89E-03,1.03E-02,-1.13E-03
11,2.00E+05,0.3,2,0.219113472,1.34E-02,3.24E-03,1.02E-02,-2.31E-03
11,2.00E+05,0.3,3,0.32773447,1.38E-02,3.84E-03,1.00E-02,-3.59E-03
11,2.00E+05,0.3,4,0.435133894,1.45E-02,4.72E-03,9.75E-03,-5.04E-03
11,2.00E+05,0.3,5,0.540706604,1.54E-02,5.93E-03,9.42E-03,-6.70E-03
11,2.00E+05,0.3,5.5,0.592560825,1.59E-02,6.67E-03,9.23E-03,-7.64E-03
11,2.00E+05,0.3,6,0.643624705,1.65E-02,7.52E-03,9.01E-03,-8.66E-03
11,2.00E+05,0.3,6.5,0.693730329,1.73E-02,8.49E-03,8.77E-03,-9.77E-03
11,2.00E+05,0.3,7,0.7426894,1.81E-02,9.60E-03,8.50E-03,-1.10E-02
11,2.00E+05,0.3,7.5,0.79021728,1.91E-02,1.09E-02,8.20E-03,-1.23E-02
11,2.00E+05,0.3,8,0.835953114,2.02E-02,1.24E-02,7.87E-03,-1.38E-02
11,2.00E+05,0.3,8.5,0.879397707,2.16E-02,1.41E-02,7.50E-03,-1.53E-02
11,2.00E+05,0.3,9,0.919840789,2.32E-02,1.61E-02,7.09E-03,-1.70E-02
11,2.00E+05,0.3,9.5,0.956247701,2.52E-02,1.86E-02,6.64E-03,-1.88E-02
11,2.00E+05,0.3,10,0.987012738,2.77E-02,2.16E-02,6.14E-03,-2.07E-02
11,2.00E+05,0.35,0,3.08E-12,1.31E-02,2.85E-03,1.03E-02,-3.69E-14
11,2.00E+05,0.35,1,0.111619177,1.32E-02,2.97E-03,1.02E-02,-1.21E-03
11,2.00E+05,0.35,2,0.222857333,1.35E-02,3.33E-03,1.01E-02,-2.48E-03
11,2.00E+05,0.35,3,0.33330511,1.39E-02,3.96E-03,9.94E-03,-3.89E-03
11,2.00E+05,0.35,4,0.442461157,1.46E-02,4.89E-03,9.68E-03,-5.49E-03
11,2.00E+05,0.35,5,0.549643196,1.55E-02,6.16E-03,9.33E-03,-7.36E-03
11,2.00E+05,0.35,5.5,0.602201319,1.61E-02,6.95E-03,9.12E-03,-8.43E-03
11,2.00E+05,0.35,6,0.653859229,1.67E-02,7.86E-03,8.89E-03,-9.60E-03
11,2.00E+05,0.35,6.5,0.704390393,1.75E-02,8.92E-03,8.62E-03,-1.09E-02
11,2.00E+05,0.35,7,0.753527604,1.85E-02,1.01E-02,8.33E-03,-1.23E-02
11,2.00E+05,0.35,7.5,0.800846104,1.96E-02,1.16E-02,7.99E-03,-1.39E-02
11,2.00E+05,0.35,8,0.845755321,2.09E-02,1.33E-02,7.61E-03,-1.56E-02
11,2.00E+05,0.35,8.5,0.887312196,2.25E-02,1.53E-02,7.18E-03,-1.75E-02
11,2.00E+05,0.35,9,0.924070479,2.46E-02,1.79E-02,6.69E-03,-1.96E-02
11,2.00E+05,0.35,9.5,0.953671619,2.74E-02,2.12E-02,6.12E-03,-2.17E-02
11,2.00E+05,0.35,10,0.972359412,3.12E-02,2.57E-02,5.48E-03,-2.37E-02
11,2.00E+05,0.4,0,1.10E-11,1.32E-02,2.94E-03,1.02E-02,2.75E-12
11,2.00E+05,0.4,1,0.113941901,1.32E-02,3.07E-03,1.02E-02,-1.32E-03
11,2.00E+05,0.4,2,0.227484725,1.35E-02,3.45E-03,1.01E-02,-2.71E-03
11,2.00E+05,0.4,3,0.340193031,1.40E-02,4.12E-03,9.87E-03,-4.27E-03
11,2.00E+05,0.4,4,0.451517168,1.47E-02,5.10E-03,9.59E-03,-6.08E-03
11,2.00E+05,0.4,5,0.560664007,1.57E-02,6.46E-03,9.22E-03,-8.25E-03
11,2.00E+05,0.4,5.5,0.614055192,1.63E-02,7.31E-03,8.99E-03,-9.51E-03
11,2.00E+05,0.4,6,0.666359493,1.71E-02,8.32E-03,8.73E-03,-1.09E-02
11,2.00E+05,0.4,6.5,0.717241436,1.79E-02,9.51E-03,8.44E-03,-1.25E-02
11,2.00E+05,0.4,7,0.766213838,1.90E-02,1.09E-02,8.09E-03,-1.42E-02
11,2.00E+05,0.4,7.5,0.812476769,2.03E-02,1.26E-02,7.70E-03,-1.62E-02
11,2.00E+05,0.4,8,0.854691067,2.21E-02,1.48E-02,7.23E-03,-1.84E-02
11,2.00E+05,0.4,8.5,0.89050433,2.44E-02,1.77E-02,6.67E-03,-2.08E-02
11,2.00E+05,0.4,9,0.91603929,2.77E-02,2.17E-02,6.00E-03,-2.34E-02
11,2.00E+05,0.4,9.5,0.92632671,3.25E-02,2.72E-02,5.25E-03,-2.54E-02
11,2.00E+05,0.4,10,0.916748977,3.93E-02,3.48E-02,4.55E-03,-2.55E-02
11,2.00E+05,0.45,0,-2.37E-12,1.32E-02,3.06E-03,1.02E-02,6.69E-14
11,2.00E+05,0.45,1,0.116802992,1.33E-02,3.19E-03,1.01E-02,-1.45E-03
11,2.00E+05,0.45,2,0.23318791,1.36E-02,3.60E-03,9.99E-03,-3.01E-03
11,2.00E+05,0.45,3,0.348688877,1.41E-02,4.31E-03,9.79E-03,-4.79E-03
11,2.00E+05,0.45,4,0.462683505,1.49E-02,5.36E-03,9.49E-03,-6.90E-03
11,2.00E+05,0.45,5,0.574194139,1.59E-02,6.85E-03,9.08E-03,-9.50E-03
11,2.00E+05,0.45,5.5,0.628505806,1.66E-02,7.81E-03,8.83E-03,-1.10E-02
11,2.00E+05,0.45,6,0.681359239,1.75E-02,8.97E-03,8.53E-03,-1.28E-02
11,2.00E+05,0.45,6.5,0.732067785,1.86E-02,1.04E-02,8.18E-03,-1.48E-02
11,2.00E+05,0.45,7,0.779524832,2.00E-02,1.22E-02,7.75E-03,-1.71E-02
11,2.00E+05,0.45,7.5,0.821380187,2.19E-02,1.47E-02,7.22E-03,-1.97E-02
11,2.00E+05,0.45,8,0.853220993,2.47E-02,1.82E-02,6.55E-03,-2.28E-02
11,2.00E+05,0.45,8.5,0.870586184,2.90E-02,2.32E-02,5.76E-03,-2.57E-02
11,2.00E+05,0.45,9,0.870427818,3.50E-02,3.00E-02,4.97E-03,-2.71E-02
11,2.00E+05,0.45,9.5,0.851396128,4.30E-02,3.87E-02,4.34E-03,-2.55E-02
11,2.00E+05,0.45,10,0.817666794,5.28E-02,4.89E-02,3.96E-03,-2.00E-02
11,2.00E+05,0.5,0,2.70E-12,1.33E-02,3.20E-03,1.01E-02,7.81E-13
11,2.00E+05,0.5,1,0.12034178,1.34E-02,3.34E-03,1.00E-02,-1.63E-03
11,2.00E+05,0.5,2,0.240249844,1.37E-02,3.78E-03,9.92E-03,-3.41E-03
11,2.00E+05,0.5,3,0.359222902,1.42E-02,4.55E-03,9.69E-03,-5.49E-03
11,2.00E+05,0.5,4,0.47652445,1.51E-02,5.71E-03,9.37E-03,-8.05E-03
11,2.00E+05,0.5,5,0.590808184,1.63E-02,7.40E-03,8.91E-03,-1.13E-02
11,2.00E+05,0.5,5.5,0.645909703,1.71E-02,8.54E-03,8.61E-03,-1.33E-02
11,2.00E+05,0.5,6,0.698570464,1.82E-02,1.00E-02,8.24E-03,-1.57E-02
11,2.00E+05,0.5,6.5,0.746313141,1.98E-02,1.20E-02,7.76E-03,-1.86E-02
11,2.00E+05,0.5,7,0.784655431,2.23E-02,1.51E-02,7.13E-03,-2.20E-02
11,2.00E+05,0.5,7.5,0.809407488,2.60E-02,1.96E-02,6.34E-03,-2.56E-02
11,2.00E+05,0.5,8,0.818563196,3.12E-02,2.57E-02,5.51E-03,-2.83E-02
11,2.00E+05,0.5,8.5,0.810158674,3.83E-02,3.35E-02,4.78E-03,-2.84E-02
11,2.00E+05,0.5,9,0.783612282,4.71E-02,4.29E-02,4.27E-03,-2.44E-02
11,2.00E+05,0.5,9.5,0.745765815,5.72E-02,5.32E-02,4.04E-03,-1.74E-02
11,2.00E+05,0.5,10,0.70455936,6.88E-02,6.48E-02,3.96E-03,-8.04E-03
11,2.00E+05,0.55,0,-2.77E-12,1.34E-02,3.38E-03,1.00E-02,-4.71E-13
11,2.00E+05,0.55,1,0.124773844,1.35E-02,3.53E-03,9.96E-03,-1.88E-03
11,2.00E+05,0.55,2,0.249107449,1.38E-02,4.02E-03,9.82E-03,-3.96E-03
11,2.00E+05,0.55,3,0.372458821,1.44E-02,4.87E-03,9.58E-03,-6.49E-03
11,2.00E+05,0.55,4,0.493886193,1.54E-02,6.18E-03,9.21E-03,-9.76E-03
11,2.00E+05,0.55,5,0.610973594,1.69E-02,8.24E-03,8.67E-03,-1.43E-02
11,2.00E+05,0.55,5.5,0.664689771,1.82E-02,9.90E-03,8.26E-03,-1.73E-02
11,2.00E+05,0.55,6,0.709626755,2.03E-02,1.26E-02,7.70E-03,-2.12E-02
11,2.00E+05,0.55,6.5,0.742546944,2.34E-02,1.65E-02,6.97E-03,-2.55E-02
11,2.00E+05,0.55,7,0.761464898,2.80E-02,2.18E-02,6.15E-03,-2.92E-02
11,2.00E+05,0.55,7.5,0.763213467,3.41E-02,2.88E-02,5.34E-03,-3.07E-02
11,2.00E+05,0.55,8,0.746997406,4.21E-02,3.74E-02,4.71E-03,-2.83E-02
11,2.00E+05,0.55,8.5,0.71514788,5.17E-02,4.74E-02,4.32E-03,-2.19E-02
11,2.00E+05,0.55,9,0.677193466,6.18E-02,5.76E-02,4.19E-03,-1.38E-02
11,2.00E+05,0.55,9.5,0.638038487,7.31E-02,6.89E-02,4.16E-03,-4.29E-03
11,2.00E+05,0.55,10,0.601742108,8.47E-02,8.04E-02,4.23E-03,4.53E-03
11,2.00E+05,0.6,0,8.40E-12,1.35E-02,3.60E-03,9.92E-03,1.89E-12
11,2.00E+05,0.6,1,0.130442563,1.36E-02,3.78E-03,9.87E-03,-2.22E-03
11,2.00E+05,0.6,2,0.260472692,1.40E-02,4.32E-03,9.71E-03,-4.77E-03
11,2.00E+05,0.6,3,0.389504849,1.47E-02,5.30E-03,9.44E-03,-8.04E-03
11,2.00E+05,0.6,4,0.516010997,1.59E-02,6.91E-03,9.01E-03,-1.26E-02
11,2.00E+05,0.6,5,0.628273986,1.87E-02,1.05E-02,8.21E-03,-2.02E-02
11,2.00E+05,0.6,5.5,0.671857493,2.16E-02,1.41E-02,7.58E-03,-2.50E-02
11,2.00E+05,0.6,6,0.703025861,2.58E-02,1.89E-02,6.82E-03,-2.94E-02
11,2.00E+05,0.6,6.5,0.716095997,3.13E-02,2.53E-02,6.01E-03,-3.22E-02
11,2.00E+05,0.6,7,0.706824228,3.83E-02,3.30E-02,5.30E-03,-3.15E-02
11,2.00E+05,0.6,7.5,0.678634651,4.70E-02,4.22E-02,4.79E-03,-2.61E-02
11,2.00E+05,0.6,8,0.642812684,5.65E-02,5.20E-02,4.52E-03,-1.80E-02
11,2.00E+05,0.6,8.5,0.609493534,6.64E-02,6.20E-02,4.41E-03,-9.52E-03
11,2.00E+05,0.6,9,0.581515014,7.64E-02,7.20E-02,4.39E-03,-1.65E-03
11,2.00E+05,0.6,9.5,0.556821713,8.69E-02,8.24E-02,4.42E-03,5.91E-03
11,2.00E+05,0.6,10,0.536341143,9.76E-02,9.31E-02,4.49E-03,1.28E-02
11,3.00E+05,0.05,0,1.29E-12,1.21E-02,2.25E-03,9.81E-03,1.78E-12
11,3.00E+05,0.05,1,0.105879993,1.21E-02,2.35E-03,9.79E-03,-8.76E-04
11,3.00E+05,0.05,2,0.211466612,1.23E-02,2.63E-03,9.71E-03,-1.78E-03
11,3.00E+05,0.05,3,0.316457384,1.27E-02,3.10E-03,9.59E-03,-2.74E-03
11,3.00E+05,0.05,4,0.42051209,1.32E-02,3.79E-03,9.42E-03,-3.77E-03
11,3.00E+05,0.05,5,0.523220023,1.39E-02,4.72E-03,9.19E-03,-4.93E-03
